job_title,extracted_raw_text,entities
MANAGEMENT TRAINEE.JPG,"WE'RE HIRING

* Bachelor's Degree inany field.

¢e Preferably with 6 months or more
experience of supervisory in the
food industry or other field.

« Knowledgeable how to increase sales
and handle manpower turnover and
training.

¢ Can work with deadline and quota.

Email us: newleafhrd@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).",{'Ċ'}
MANDARIN BILINGUAL.png,"|
| yA ©
ACCENTURE >> \\ ad
Fr\\\ wa
ISHIRING — * \ \@
\ re
BILINGUAL POSITIONS ‘ I YY ~N
ae ©
MANDARIN BILINGUAL (CEBU) y ~~
i
y
¢ Proficient in the Mandarin language + y f
preferably with Service Desk experience y hi A
+ software/application/cloud tech Ee /
support or a related field experience 7 : y
r
INTERESTED? —
* Send your FIRSTNAME, LASTNAME, EMAIL —_
ADDRESS, MOBILE NUMBER and POSITION to >
apply at wndlyndnt.erp@gmail.com with the
subject line: LASTNAME,POSITION (MANILA) [ suBMIT YOUR DETAILS ]
eS
cy wndlyndnt.erp@gmail.com
od @beadbliss2.0","{'Ġhi', '*', 'Ġ\\', 'Y', ')', 'cy', 'ĠÂ©', 'Ċ', 'URE', 'Ġwa', 'Ġ|', 'Ġto', 'Ġ', 'Ġ:', 'ACC', 'Ġ>>', 'Ġ]', 'Fr', 'Ġ(', 'ĠY', 'Ġ~', 'ae', '_', 'N', 'ĠâĢĶ', 'Ġy', ',', 'Ġ[', '@', 'ĠâĢ', '~~', '|', 'i', 'y', ':', 'r', 'ĠI', 'Ġ*', 'Ġf', 'Â¢', 'Ġ\\\\', 'IR', 'Ġ7', 'Ġ>', 'Ġwith', 'Ġad', 'ĺ', '?', 'Ġ/', '\\', '\\\\', 'ENT', 'A', 'ISH', 'ING', 'Ġre'}"
MARKETING SPECIALIST.docx,"Klaviyo Email Marketing Specialist

We are looking for a Klaviyo Email Marketing Specialist to join our growth marketing team. This teammate manages drip campaigns using Braze (may also utilize previous Klaviyo experience) to implement lead-to-customer, upsell, and churn strategies while tagging and segmenting audiences for targeted marketing. Oversee the email marketing cycle, creating A/B tests and dynamic content to optimize performance and support test-and-learn initiatives.
This is a great opportunity for someone who wants to work with a growing team and wants continuous learning and growth during their career.

The Role
Build, test, QA, deploy, and monitor emails including standalone batch communications, behaviorally triggered emails, and automated lifecycle journeys
Develop the content calendar from the ground up for all email drip campaigns, using ChatGPT and other research to outline content that will resonate with the target audience
Create experiments and A/B Tests for both one-off batch emails and longer email journeys
Build segmentation and attributions within the CRM to develop email campaigns
Monitor and optimize the performance of emails based on clicks, open rates, and other basic email marketing metrics
Partner with Zoho customer service team to troubleshoot email challenges in the CRM
Configuring dynamic content
Setting up experiments and A/B tests
Basic design set up of email campaigns using templates


The Requirements
Set up and manage drip campaigns using Braze (previous experience with Klaviyo will work)
Identify and implement various types of drip campaigns, including lead-to-customer, upsell, customer education, and churn campaigns.
Tagging and segmenting audiences for targeted email marketing.
Manage the full email marketing cycle from planning to execution.
Create experiments and A/B Tests for both one-off batch emails and longer email journeys
Support test & learn efforts across the marketing team
Monitor and optimize the performance of emails
Configuring dynamic content
Setting up experiments and A/B tests


Nice to have
Experience using Braze
We are looking for someone who wants to grow as part of a team. Ideal candidates desire to learn and grow, take on more responsibilities along the way, and be resourceful enough to gather enough information to help provide accurate analysis and insights. Join our team now!
","{'Ġstandalone', 'Ġresearch', 'Ġsupport', 'Ġon', 'Ġcycle', 'Ġto', 'Ġthat', 'Ġgrow', 'Ġother', 'may', 'Ġduring', 'learn', 'Ġvarious', 'Ġcustomer', 'Ġstrategies', 'Ġalso', 'Ġof', 'Ġcalendar', 'Ġup', 'Ġprovide', 'Ġwithin', 'Ġand', 'Ġwill', 'Ġutilize', 'Ġway', 'Ġinsights', 'Ġwhile', 'Ġbasic', 'Ġsomeone', 'Ġcampaigns', 'Ġresponsibilities', 'Ġbased', 'Ġperformance', 'Ġacross', 'oot', 'Ġchurn', 'Ġjourneys', 'Ġalong', 'Ġoutline', 'Ċ', 'Ġin', 'to', 'er', 'Ġcandidates', 'ecycle', 'Ġmanages', 'Ġtroubles', 'sell', 'Ġ&', 'Ġinitiatives', 'Ġaudience', 'Ġfrom', 'Ġaccurate', 'Ġcontent', 'Ġdesire', 'Ġdrip', 'Ġall', 'Ġmetrics', 'Ġgather', '-', 'Ġemails', 'Ġoptimize', 'uring', 'Ġhelp', 'Ġeducation', 'Ġcontinuous', 'Ġimplement', 'custom', 'Ġincluding', 'Ġmonitor', ',', 'Ġlif', 'Ġwork', 'Ġusing', 'see', 'Ġteam', 'Ġtagging', 'Ġfor', 'h', 'Ġresonate', 'Ġmanage', 'Ġthe'}"
MARKETING VIRTUAL ASSISTANT.docx,"Marketing Virtual Assistant
Are you someone who wants to empower and inspire others? Do you find yourself looking for opportunities for continuous learning and improvement? Are you driven by the satisfaction of completing tasks and achieving goals? Are you seeking a mission-driven culture that fosters your professional growth? If so, we would love to connect with you!

Who we’re looking for:
We are seeking a creative and tech-savvy Marketing Virtual Assistant/Customer Success Specialist to support Marketing and Development teams. This role is ideal for someone eager to learn, with a knack for content creation, research, and basic technical tasks. You will assist with a variety of projects, including marketing campaigns, content management, and quality control. You will also assist with customer inquiries via email and social media.
As a Marketing Virtual Assistant, you will:
Marketing and Development Support 
Assist in creating and editing content and graphics for blogs, newsletters, social media posts, and marketing materials;
Support quality control (QC) tasks for marketing and development to ensure basic accuracy and consistency; 
Schedule and post content on social media platforms and other channels;
Research on market trends, competitors, and audience preferences to support team initiatives;
Gather and organize marketing and sales data for reporting purposes, ensuring information is accurate and accessible;
Organize and maintain digital files, documents, and records;
Explore and implement emerging technologies, including AI tools, to optimize workflows.


Customer Service
Resolve customer requests via email and social media promptly and accurately, using Zendesk System, and Google/Meta services;
Assist with various administrative tasks, including Group Sales, working with affiliates, and completing projects across the organization.


You’ll thrive in this role if you are:
Creative and Tech-Savvy: Have interest or experience in design and video editing, with knowledge of tools like Canva, CRM platforms, and Google Services, and are interested in emerging tools and AI.
Detail-oriented: Excel in quality control and maintaining consistency across deliverables.
Customer Support Guru: Have experience in customer support or a similar role.
Action-Oriented: Have a strong ability to prioritize and juggle multiple priorities, proven at getting things done in a fast-paced dynamic & growing environment.
Communication champion: You can clearly explain complex information in written and verbal form to people who aren't experts.
Remote ready: You thrive in a remote environment and enjoy the flexibility and independence it offers.


Additional Information:
We are looking to hire someone willing to work 40 hours per week and is open to work evenings (US morning time).
It is a fully remote contract position, with Independent Contractors responsible for their taxes and benefits. 
Each applicant is required to complete a paid Trial Period before transitioning to this role. 
t","{'olve', 'Ġensure', 'Ġoptimize', 'Ġensuring', 'flows', 'Ġsupport', 'Ġon', 'Ġtasks', 'Ġin', 'ize', 'Ġto', 'Ġcompleting', 'Ġa', 'Ġinquiries', 'Ġchannels', 'Ġcontinuous', 'Ġachieving', 'Ġvia', 'Ġimplement', 'Ġempower', 'Ġincluding', 'Ġbasic', 'Ġconsistency', 'Ġsatisfaction', 'Ġpurposes', 'Ġrequests', 'Ġorganization', 'Ġcampaigns', ',', 'Ġmaterials', 'Ġwork', 'Ġrecords', 'Ġcustomer', 'Ġemerging', 'Ġinitiatives', 'Ġteam', 'Ġalso', 'Ġwith', 'Ġvariety', 'Ġfor', 'Ġteams', 'Ġprojects', 'Ġorganize', 'Ġmanagement', 'Ġassist', 'Ġmaintain', 'Ġideal', 'Ġmarket'}"
MEDIA SPECIALIST.docx,"Paid Media Specialist

Job Description


As a Paid Media Specialist, you’ll execute top-notch paid media initiatives across platforms like Appnexus and TradeDesk. You’ll optimize campaigns for maximum ROAS and LTV, all while ensuring brand compliance. Dive into process-building and collaborate with product teams to enhance platform performance.


Job Overview


Employment Type: Full-Time
Shift: Night Shift (Shifting)
Work Setup: Temporary WFH
Perks: Day 1 HMO, Above-market salary, Global exposure


Perks Designed for Your Growth


Day 1 HMO coverage with free dependent
Competitive Salary Package
TemporaryWFH arrangement
Prime office location in Makati (Easy access to MRT stations, restaurants, and banks)
Unlimited upskilling through Emapta Academy courses (Want to know more? Visit https://bit.ly/EmaptaTrainingCalendar)
Free 24/7 access to our office gyms (Ortigas and Makati) with a free physical fitness trainer!
Exclusive Emapta Lifestyle perks (hotel and restaurant discounts, and more!)
Unlimited opportunities for employee referral incentives across the organization
Standard government and Emapta benefits
Total of 20 annual leaves to be used on your own discretion (including 5 credits convertible to cash)
Fun engagement activities for employees
Mentorship and exposure to global leaders and teams
Career growth opportunities
Diverse and supportive work environment


Skills to Write Your Legacy


2–3 years of campaign management experience.
At least 1 year of hands-on digital media buying experience with a major ad network, affiliate network, or ad agency.
Experience measuring and optimizing performance on a CPA basis.
Strong analytical, organizational, and results-driven mindset, with a focus on ROI.
Comfort leading communications in client-facing and internal meetings.
Ability to solve both long-term and short-term problems, managing immediate issues while addressing root causes.
Adaptability to a fast-paced, rapidly changing business environment.
Tech-savvy approach to workflows, using tools to save time and improve efficiency.


Additional Qualifications


Proven experience in programmatic and/or social media buying in a professional setting.
Solid understanding of web technologies (e.g., pixels, HTML, JavaScript).
Proficiency in Microsoft Excel and Google Docs.
Familiarity with website tracking tools such as Google Analytics and Ghostery.
Exceptional accuracy and attention to detail.
Professional maturity, integrity, discipline, and a positive attitude.


Hands-On with High Impact


Execute paid media campaigns across social publishers and programmatic DSPs, including Appnexus, TradeDesk, and others.
Optimize campaigns for ROAS and LTV using data, ensuring brand compliance and flawless execution.
Build and refine processes with a focus on efficiency, safeguards, and continuous improvement.
Collaborate with the product team by recommending design changes and enhancements for ongoing platform improvement.
","{'Ġcollaborate', 'Ġwhile', 'Ġenhance', 'Ġoptimize', 'Ġmaximum', 'Ġensuring', 'Ġto'}"
NON-VOICE TUTOR.docx,"Freelance Non-Voice Tutor
As a tutor on Course Hero, you will choose the subjects in which you want to answer questions. You will then select questions and provide text-based answers and explanations to students who need help better understanding the questions, topics, and subjects they are studying.
You could choose your subject expertise from:
MATH: Math, Algebra, Calculus, Statistics and Probability
BUSINESS: Accounting, Financial Accounting, Managerial Accounting, Business, Economics, Finance, Management, Marketing
ENGINEERING & TECHNOLOGY: Civil Engineering, Computer Science
SCIENCES: Biology, Chemistry, Physics, Health Science, Nursing
ARTS & HUMANITIES: Writing
and many more!


Requirements to apply include:
Ability to read and write fluently in English
A second-year college student or above
Proof of education

",set()
OFFICE STAF1.docx,"OFFICE STAFF
Male or Female
• Age 18 - 29 Yrs old
• Willing to be trained
• Willing to work Night shift (10pm to 6am)
• Can start ASAP 
•Graduate of any Computer Related Course is a plus but NOT required
•Senior High School or College Graduate
•Graduate of Any 2-Year or 4-Year Course
•Graduating or Waiting for Graduation
",set()
OFFICE STAF2.docx,"OFFICE STAFF
- Office-based (Butuan City)
- Basic computer knowledge
- Teachable & Willing to be trained
- Willing to work on graveyard shift (night shift)
- Trustworthy
- Excellent written and verbal communication skills
- Flexible & Team player
- Long-term
- General accounting experience is a plus
- Bookkeeping experience is a plus
-Senior High Graduate is a MUST!
A degree in Finance, Accounting or related courses is a plus!
",set()
OFFICE STAFF.docx,"OFFICE STAFF
QUALIFICATIONS:
• Male Only
• Must be residing in Butuan City
• Age 18 - 29 Yrs old
•Computer literate
• Willing to be trained & Willing to learn
• Willing to work Night shift (10pm to 6am)
•Graduate of any Computer Related Course is a plus but NOT 
","{'Ġbut', 'ĠNOT', 'âĢ¢', 'Ċ', 'Ġa', 'Ġ'}"
OFFICE STAFF.JPG,"Carpentersville Wood Shop 2
| Ww \
HIRING i
OFFICE STAFF Wi 4
is _
Qualifications: ~~ —
« Graduate of A Degree Course preferably Office
Administration or equivalent
- With at least one (1) year experience as Office Staff or
related position is an advantage
« Good communication skills (oral and written) and with
the desire to work with internal/external customers
« Strong attention to detail and coordination
- Strong Microsoft Office Skills
¢ Ability to thrive in a dynamic work environment
¢ Able to work independently with minimal supervision
- Creative
Interested applicants may send their application letter and
resume to:
hredo.cwsi@gmail.com
or contact us at 09176240322.","{'Ġ\\', 'Ċ', 'is', 'Ġ', 'FF', 'ĠâĢĶ', 'Ġ4', ':', '|', 'H', '~~', 'Ġ_', 'Ġ2', 'IR', 'w', 'ĠW', 'Ġi', 'ĠWi', 'Â«', 'ING'}"
OFFICE STAFF1.JPG,"@
=,
= -AOQUSE COp
os ot s Po
os KO,
y URGENT HIRING!! *
A ie => Ss a, \
| OFFICE STAFF: ,
e COLLEGE GRADUATE
¢ Computer literacy (e.g., Microsoft Office)
¢ Strong communication (written & verbal)
e Time management and organizational skills
e¢ Customer service and dN areolar
ee MCLM ie Remotes LMR) o\-at-s B WW Rel
eee
WORK LOCATION: Cs Y we
POBLACION 1,VILLANUEVA\MISAMIS.ORIEN GAL
REQUIREMENTS:
Cea N-x10 gal Lda ie Cal -0x~ oto \
¢ Police clearance, Brg agrance for OIC must have
TOR ; '
SUBMIT AT RONI WAR | Witch terbsiatiedaiy abean|
POB. 1 VILLANUEVA MISAMIS ORIENTAL","{'Ġter', 's', 'Ġ\\', 'ĠH', ')', 'x', 'ai', '\\-', 'Ċ', 'Ġ|', 'Ġot', 'Ġ@', 'Ġwe', 'Ġa', 'to', 'os', 'ĠUR', 'Ġgal', '10', 'ĠWitch', '=', 'ĠCO', 'Ġo', 'ĠY', '~', 'TOR', 'ĠRel', 'C', 'O', 'ĠC', 'ĠCal', 'Ġie', 'e', 'da', '0', 'ĠKO', ',', ""Ġ'"", 'ĠPo', 'ĠS', 'Ġ-', 'Ġ=>', 'ĠL', 'P', 'y', '|', ':', 'ee', 'Ġ*', 'Â¢', '!!', '.', 'IR', 'G', 'p', 'Ġ1', 'ean', 'Ġ,', 'Ġ;', 'ĠWW', '\\', 'at', 'ENT', 'A', 'USE', 'Q', 'Ġs', 'ea', 'ING', 'ĠN', 'g', 'PO', 'ĠB', 'Ġab', 'ĠAT', '-'}"
OFFICE STAFF2.JPG,"— 4
AS 5 :
Sx . ‘
~———~
; . 4, >
OFFICE STAFF :
Vi a ~ae
Vi Q
Ney ae | om |
WILLING TO BE TRAINED ANY
—p «= l(
ONEST AND GOD FEARING ~ .
oN Re) DO WUE an
~ ie SUPERVISION ; 7 |
i, |
BEEHIVE )DISTRIBUTIO ~ - @oe®
LAPASAN, CAG O CITY — —_ a
MISAMIS ORIENTAL , 9000 en","{'IB', 'ĠDO', 'ED', 'Ġl', 'Ġ@', 'Ġ.', 'Ġ5', '=', 'Ġ~', 'FF', 'EAR', 'Ġie', 'e', 'M', 'AS', 'ĠAND', 'B', 'UE', 'IN', 'Â®', 'Ġ)', 'ĠW', 'EE', 'EST', 'o', 'ĠSUPER', 'Ġa', 'Ġ9000', 'Ġ:', 'ae', 'AL', 'ILL', 'ĠTO', 'N', 'Ġ-', '(', 'H', 'IENT', 'âĢĶâĢĶ', 'ĠF', 'UT', 'ĠSTA', 'IO', 'ĠÂ«', 'oe', 'ey', ')', 'ĠQ', 'Ċ', 'Vi', '~', 'âĢĶ', 'ĠTRA', 'ĠâĢĶ', 'S', 'ĠRe', 'TR', 'Ġ4', 'ĠANY', 'ĠâĢ', ';', 'ĠOR', 'OFF', 'Ġ7', 'ĺ', 'Ġan', 'Ġ,', 'IS', 'ĠBE', 'ĠCITY', 'ING', 'VIS', 'IVE', 'x', 'ICE', 'Ġ|', 'DIS', 'Ġen', '_', 'Ġom', ',', 'ĠO', 'i', 'ĠGOD', 'Ġ>', 'p', 'Ġ;', 'W', 'ON', 'ION'}"
OFFICE STAFF3.docx.JPG,"¢ OFFICE STAFF (KNOWLEDGABLE IN MS EXCEL AND
WORD","{'ĠOFF', 'Ċ', 'ABLE', 'ICE', 'EL', 'Ġ(', 'OW', 'FF', 'C', 'ĠAND', 'ORD', 'ĠMS', 'ĠÂ', 'LED', '¢', 'G', 'ĠIN', 'ĠEX', 'KN', 'W', 'ĠSTA'}"
OFFICE STAFF3.JPG,"uD AOI-PHIL. INC Se
WE'RE ees
) OFFICE STAFF
/ Qualifications:
¢ Graduate of A Degree Course preferably Office
Administration or equivalent
¢ Good communication skills (oral and written)
¢ Strong attention to details and organized
¢ Knowledge on Printing, Scanning, and Filing
e Strong Microsoft Office Skills
¢ Ability to thrive in a dynamic work environment
© Send your application
letter and resume to:
aoiphil.recruitment@gmail.com
= qT
R","{'ĠINC', ')', 'R', 'com', 'RE', 'IL', 'Ċ', 'T', '/', 'WE', 'Ġq', '=', 'O', 'es', 'I', ':', 'ĠA', 'PH', 'Ġe', '.', 'Ġu', 'ao', 'ĠSe', ""'"", 'D', '-'}"
OFFICE STAFF4.JPG,". .
Build your career with 8
INTERTRADE CORPORATION
) > Female
> Candidate must have a Bachelor's/College Degree
roi TA EE > Computer literate with proficiency in MS Office
OFFICE STAFF
> Has Ability to multitask
> Can start immediately
> ""Willing ti he assign in Cagayan det Cily Uifibe
ti
“7 =
Make us the key to your career. Join us!
Send your resume to'3\/-""! recruitment@gmail.com","{'ti', '3', '>', '\\/', '-""', ')', 'âĢ', '7', 'Ġ=', ""'"", '!', 'Ċ', 'Ġto', 'Ġ>', 'Ġ.', 'ľ'}"
OPERATIONS MANAGER.JPG,"NN
| | '
Ly
i fl jl : C}
e
> Store Operations
e
Management Trainee
Job Qualifications:
* With Bachelor's Degree
+ Minimum of 2 years experience in performing
managerial responsibilities, leading operations
associates in retail, and working in a fast-paced,
cross-functional work environment.
* With experience working in the home
improvement retail sector
* With strong knowledge in computer
applications y
* Willing to be transferred/relocated to
other THD branches
@OO6 triumphhomedepot aay
www.triumphhomedepot.com n","{'>', 'l', 'www', 'Ċ', 'Ġ|', 'Ġfl', 'Ġa', 'Ġ:', 'Ġj', 'ĠC', 'Ly', 'N', 'e', ""Ġ'"", '@', 'i', '|', '}', 'ay', 'Ġn', 'ĠN'}"
OPERATIONS SUPERVISOR.JPG,"uD AOI-PHIL. INC es
. ee ee
WERE SEE es
. Operations Supervisor |
}}}
// Qualifications:
¢ Graduate of BS Mechanical or Industrial Engineering or
equivalent experience preferred
e Preferably Male
¢ Ability to calculate figures and amounts such as
percentages, and measurements
e Ability to interpret a variety of instructions furnished
in written, oral, diagram, or schedule form
e Ability to solve practical problems within the
workplace
¢ Agood leadership skills
9 © Send your application
TZ letter and resume to:
1 aoiphil.recruitment@gmail.com
oe = "">
q","{'ĠINC', 'Ġand', '>', 'oe', 'Ġletter', 'ĠSEE', '}}}', 'com', 'o', 'IL', 'Ċ', 'ĠÂ©', 'Ġ|', 'T', 'Ġto', 'Ġa', 'q', '9', 'O', 'e', 'Z', '@', 'I', ':', 'Ġ""', 'Ġes', 'ĠA', 'PH', 'Ġe', '.', 'Ġ=', 'Ġu', 'il', 'iph', '1', 'W', 'gmail', 'ERE', 'D', '//', '-'}"
PANEL DRIVER.docx,"PANEL DRIVER
-Male
-Elementary or High School Graduate
-Preferably with experience
-Has Driver's License Code (1,2,3 or A, A1, B, B1, B2, C, D)
","{'Ġor', 'Ġ(', 'ĠB', '2', '1', 'ĠA', ')', 'ĠC', 'Ċ', 'ĠD', '3', ','}"
PART-TIME-BARISTA.png,"¢ d¢ ¢ s< S¢ ¢
= ee
OC Zs de
aS
ee yan
s We are Hiring jg
O {Oo
Sisal |
aot
: —OQ
/ SS
p Starbucks SM Center Pulilan (Pima
oO Ground floor SM Center Pulilan ie \ LD
yo
ff Q
We are looking for FULL TIME and PART | ae
TIME BARISTA sy
a 7)
L > v For Full time positions: Candidate must [a %
possess at least a Bachelor’s/ College J i hn 1
Py ttc aL) \ ses
v f ratelce 1 ~
ED For Part time positions: At least 2 eels [ae
of college undergraduate studies is aan
g required i
CO v Fresh Graduates are welcome to apply [ CJ |
=
@ waz)
, Coley] p>
p jf. °
C (0
Cc) Kindly send your updated resume with ex
> photo at S %
we starbucks.smpulilan@gmail.com ) l ct
\ se
d¢
cr > c_) ry Cy) iN Cc)","{'s', 'ED', 'Ġl', 'ĠCJ', '/', 'we', 'ff', '=', 'Ġat', 'Ġ~', 'Ġie', 'e', '0', 'Ġy', 'yo', 'c', ':', 'Ġrequired', 'Ġ)', 'Ġare', 'Ġs', 'Ļ', '>', 'ĠCy', 'o', 'Ġa', 'Ġex', 'v', 'ae', 'O', 'N', 'es', 'Ġ[', 'Ġse', 'isal', 'ĠS', 'Ġmust', 'ĠJ', '@', 'Ġt', 'Ġh', 'ĠÂ', 'ee', 'Ġf', ']', 'OC', 't', 'L', 'Ġphoto', 'a', 'Ġ1', 'd', 'Ġleast', 'ĠWe', 'Q', 'Ġ\\', ')', 'Ġr', 'TIME', 'ĠQ', 'Py', 'ce', 'Ċ', 'ĠSS', 'ĠÂ°', 'Ġsy', 'Ġj', 'Ġrate', 'ĠâĢĶ', 'S', 'y', 'ĠZ', 'Ġe', 'Ġd', 'f', 'Ġ2', 'Ġ7', '¢', 'CO', 'Ġv', 'Ġ%', 'an', 'els', 'l', 'com', 'tc', 'ot', 'Ġ|', 'n', 'ĠLD', 'TA', 'Ġ(', '_', 'C', 'ĠC', 'Ġde', 'cr', 'Ġc', '<', ',', 'Â¢', '.', 'Ġp', 'Ġ>', 'Ġwith', 'p', 'Ġ{', '\\', 'Ġi', 'g'}"
PASSENGER SERVICE AGENT.JPG,"STARBOARD MANPOWER SERVICES ny
Ss ——-_—s Laguindingan Airport
QUALIFICATIONS :
¢ Bachelor Degree Holder.
¢ Must have pleasing personality and
good interpersonal skills.
e Preferably with at least 1 year of work
experience in airlines operations.
¢ Must have good customer service skill.
¢ Proficient in oral and written communications.
¢ Must be computer literate.
AREA OF ASSIGNMENT:
¢ Laguindingan,Misamis Oriental
For interested applicants, please send your updated resume via
messenger or email us to jerne.mie1993@gmail.com.
You may call or text Ms. May (0906.925.7315)
BE HIRED AND BE PART OF OUR TEAM tll
~ STARBOARD
ee ona MANPOWER SERVICES INC.
7 Room 209, Paragon Bldg. Corner Kauswagan
National Hi-Way Cagayan De Oro.
From Mondays to Friday, 8am to 5pm.","{'âĢĶ-', 's', 'y', 'âĢĶ', '_', 'Ċ', 'ĠâĢĶ', 'S'}"
PAYROLL OFFICER.JPG,"uD Abba Outsourcing 222287555
International Inc. 2223755=
WERE Eee

// Qualifications:

/ e Bachelor's Degree in Psychology or Human
Resource Development Management, Office
Administration or any related course

e With at least two (2) years experience
handling Payroll, Total Rewards or any related
position is an advantage

e Good communication skills (oral and written)
and with the desire to work with
internal/external customers

e Strong attention to details and coordination

e Creative.

. es
Send your resume and >
application letter to: os
aoiphil.recruitment@gmail.com ots
iN » -","{'755', '28', 'Ġand', 'Ġletter', 'Ġ222', 'com', 'Ċ', 'Ġto', '/', 'ĠÂ»', '=', 'Ġo', '55', '75', 'N', 'ĠE', '@', 'Ġ-', 'i', ':', 'ee', 'Ġes', '.', 'Ġ2', 'Ġ>', 'Ġu', 'ao', 'il', 'Ġos', 'iph', '223', 'W', 'ERE', 'ts', 'D', '//'}"
PERSONAL ASSISTANT.docx,"Personal Assistant

SOCIAL MEDIA 
Post and Schedule social media using Falcon. 
Facebook 
Instagram 
YouTube Video 
SALES ADMINISTRATION 
1. Appraisal 
• Process ListOnce Referral and Internal Referral. 
• Process Post Marketing Appraisal. 
2. Listing 
• Add listing details into Agentbox 
• Send standard correspondence to Vendor (new listing). 
• Send standard correspondence to Solicitor (new listing, contract, S32) 
• Save all documentation to I drive. 
3. Marketing 
• Book Photo and Copywriting. 
• Launch property online. 
• RealHub - Campaign (Board, Brochure, Drops and Window Cards). 
• RealHub - Generate Rental Appraisal 
• Managed OFI (Open for Inspection) 
• Other Marketing Management. 
4. Sold 
• Process Sold 
• Send Vendor & Purchaser Solicitor Sold Letters 
5. Settlement 
• Process Settlement on Agentbox. 
6. Reports 
• OFI Report 
• Weekly Report 
• Stock List Report 
• Competitor Market Analysis Report 


Requirements
We would need you to be or have the following: 
A graduate with Business Administration, Real Estate or any field related to Admin 
Strong background in Administration as Virtual Assistant. 
Excellent organisational, oral and written communication skills. 
At least 2 years of BPO experience. 
Strong leadership skills. 
Very keen to details. 
Shows a high level of initiative and intelligence. 
Possess Executive Assistant mindset. 
Must have a pleasing personality. 
Excellent phone skills. 
",set()
PIZZA MAKER.docx,"PIZZA MAKER
QUALIFICATIONS:
- MALE
- AT LEAST HS GRADUATE
- PLEASING PERSONALITY
- WITH RELATED WORK EXPERIENCE
- With basic requirements such as SSS, PhilHealth, PAGIBIG, and TIN
",set()
PRODUCTION HELPER.JPG,"eo
JHOACHIM EK A RE
MANPOWER AGENCY
H I RIT J G eee
Can work shifting schedule
4 atleast 40 years of age
+ Preferably MALE
Single or Married
4 Elementary / High School
+L No Experience Required
+ Must have Govt. Mandates, SSS, PAG-IBIG and PHILHEALTH
EMAIL YOUR APPLICATIONS & RESUME OR BIODATA:
62 cyrinmecarali986@amail.com
FOR FUTHER INQUIRIES KINDLY CALL or TEXT:
@ 0919-080-7960
For walk in applicants please visit our office located at:
9 Zone 7, Diversion Road Barra
Opol,
Misamis Oriental 9016","{'J', 'HO', 'IM', 'o', 'Ċ', 'ĠR', 'IT', 'K', 'Ġc', 'ĠG', 'ĠE', 'ĠJ', '@', ':', 'H', 'ee', 'ĠI', 'ĠA', 'Ġe', '62'}"
PROMOTER.docx,"Product promoter
– With/o educational attainment is okay 
– With pleasing personaliy
– With good attitude
– Any kind of gender is okay
– Have positive mindset
","{'Ġattitude', 'Ġgender', 'Ġpositive', 'Ġpromoter', 'o', 'Ċ', 'ĠWith', 'Ġattainment', 'Ġeducational', '/', 'Ġ', 'Ġpleasing', 'ĠHave', 'Ġgood', 'iy', 'Ġkind', 'Ġis', 'Ġof', 'ĠProduct', 'Ġokay', 'ĠAny', 'âĢĵ', 'Ġpersonal', 'Ġmindset'}"
QA AUTOMATION ENGINEER.docx,"Quality Assurance Automation Engineer

About the job
Strategic Analytics is a dynamic, growing team at Arch. The team develops innovative predictive models and analytical tools to improve profitability and growth. This position is responsible for assisting with the design and execution of automated diagnostic test plans to ensure that our services meet the highest quality standards and business requirements. Other tasks include developing and running new tests, reporting on the results and collaborating with other engineers to diagnose and fix issues. This role is for an individual that is attentive to detail and open to exploring and implementing new technology and processes to improve the QA process.

Job Requirements
Python
Selenium
BDD Framework & Cucumber
Experience with API Functional/Automation Testing 
Preferably Microsoft Azure, Snowflake and Azure SQL

Minimum of 3 years of software testing experience.
Solid understanding of quality assurance.
Experience using test automation tools.

Education
BS in Computer Science, Information Technology degree or equivalent
","{'Ġimprove', 'Ġprofitability', 'Ġthat', 'Ġensure', 'Ġhighest', 'Ġto', 'Ġwith', 'Ġdiagnose'}"
RECIEVING IN-CHARGE.JPG,"bedi | oe |
e e
> Receiving In-charge
Job Qualifications:
+ College Graduate / Degree Holder
* Background in Inventory, Warehousing and
Encoding entry (experience in operating
forklift is a plus)
* Preferably MALE
+ Minimum experience in job related function
+ Understand warehouse safety regulation
@OO6 triumphhomedepot | aay
www.triumphhomedepot.com","{'>', 'i', 'Ġo', 'Ġbed', 'www', 'Ġe', 'e', 'Ċ', 'Ġ|', 'Ġa'}"
RELIEVER CASHIER.docx,"Reliever Cashier 
•Cash handling experience
•Excellent customer service
•Excel proficiency
•Flexible availability
•Reliability
•Teamwork skills
Note: Willingness to work in Las Nieves, Bayanihan, Cabadbaran, Santiago, Ampayon, or Nasipit.
",set()
