filename,extracted_raw_text,preprocessed_text,entities,best_match_score,best_match_job_index
SALES STAFF.JPG,"Carpentersville Wood Shop
=
HIRING |,
Qualifications:
= A College Graduate or College Level
+ Has Sales and Marketing Skills.
+ Computer literate (MS Office applications)
+ Has the ability to manage his time and prioritize tasks effectively
+ Knowledge in construction materials like cement and plywood is an.
advantage
+ With previous employment in heavy equipments or lubricants
company is an advantage
+ Dependable and trustworthy
+ Willing to do FIELDWORK independently
Interested applicants may send their application letter and
resume to:
or conto sat 09176240322.",carpentersville wood shop hiring qualification college graduate college level sale marketing skill computer literate m office application ability manage time prioritize task effectively knowledge construction material like cement plywood advantage previous employment heavy equipment lubricant company advantage dependable trustworthy willing fieldwork independently interested applicant may send application letter resume conto sat 09176240322,"{'24', 'Ġ09', '176', '22'}",1.0000005,123
SALES SUPERVISOR.jpg,"Za
s
<<
ATTY:
SALES SUPERVISOR
Butuan
Qualifications:
e¢ Graduate of any 4-year business
related course
e Must have at least 3 years of selling
experience specializing in general
trade accounts and other channels of
distribution preferably selling
processed meat products and fast-
moving consumer goods
e Willing to work and travel within
CARAGA
e vfihr.northmin@gmail.com
; | 0917 861 6428
Ss @",za atty sale supervisor butuan qualification e graduate 4year business related course e must least three year selling experience specializing general trade account channel distribution preferably selling processed meat product fast moving consumer good e willing work travel within caraga e vfihrnorthmingmailcom nine hundred seventeen eight hundred sixtyone six thousand four hundred twentyeight s,"{'Ġeight', 'Ġhundred', 'Ġatt', 'Ġwithin', 'orth', 'eight', 'Ġtwenty', 'aga', 'mail', 'rn', 'ih', 'com', 'Ġs', 'Ġfour', 'one', 'Ġe', 'Ġseventeen', 'Ġnine', 'uan', 'Ġz', 'f', 'Ġsix', 'Ġbut', 'ming', 'Ġthousand', 'Ġsixty', 'Ġcar', 'a', 'Ġv', 'y'}",0.99999994,124
SALES TEAM LEADER.jpg,"Za
s
<<
ATTY:
SALES TEAM LEADER
Butuan
Qualifications:

e At least a Bachelor’s Degree in any
Business-related courses.

e Must have at least 2 years of selling
experience specializing in general
trade accounts and other channels of
distribution preferably in fast-moving
consumer goods

e Willing to work and travel within
CARAGA

e vfihr.northmin@gmail.com
; | 0917 861 6428
Ss @",za atty sale team leader butuan qualification e least bachelor degree businessrelated course e must least two year selling experience specializing general trade account channel distribution preferably fastmoving consumer good e willing work travel within caraga e vfihrnorthmingmailcom nine hundred seventeen eight hundred sixtyone six thousand four hundred twentyeight s,"{'Ġeight', 'Ġhundred', 'Ġatt', 'Ġwithin', 'orth', 'eight', 'Ġtwenty', 'aga', 'mail', 'rn', 'ih', 'com', 'Ġs', 'Ġfour', 'one', 'Ġe', 'Ġseventeen', 'Ġnine', 'uan', 'Ġz', 'f', 'Ġsix', 'Ġbut', 'ming', 'Ġthousand', 'Ġsixty', 'Ġcar', 'a', 'Ġv', 'y'}",0.99999994,124
SALES TRAINING ASSISTANT.docx,"Sales Training Assistant

DUTIES AND RESPONSIBILITIES
The Sales Development Training Assistant is expected to provide training delivery, both face-to-face and virtual, across geographic locations in the country.
Set Up Training Materials – Help prepare materials for training sessions, including presentations, handouts, training guides, and assessments.
Ensure training tools and platforms (e.g., Microsoft Teams & Learning Management Systems) are set up and functioning properly for virtual or in-person sessions.
Schedule Training Sessions: Assist in coordinating schedules for training sessions, including booking rooms, setting up virtual meetings, and notifying participants.
Prepare Reports: Assist in the preparation of reports on training outcomes, evaluations, and sales team performance post-training.
Assist in the creation, updating, and distribution of training materials.
Maintain a database of training resources, training attendee records, and any other.


JOB QUALIFICATIONS AND SKILLS REQUIRED
Graduate of any Bachelor's Degree program. Fresh graduates are welcome to apply!
With relevant experience in an administrative role, or in a related work.
Proficient in Microsoft Word, Excel, PowerPoint, and Outlook – a must for administrative roles. Advanced skill in Excel is a plus.
Strong writing skills are crucial, as administrative roles often involve preparing reports, emails, and other correspondence.
The ability to communicate effectively with customers, clients, or employees and handle inquiries or issues with professionalism.
Amenable to work in Pasay City.
",sale training assistant duty responsibility sale development training assistant expected provide training delivery facetoface virtual across geographic location country set training material help prepare material training session including presentation handout training guide assessment ensure training tool platform eg microsoft team learning management system set functioning properly virtual inperson session schedule training session assist coordinating schedule training session including booking room setting virtual meeting notifying participant prepare report assist preparation report training outcome evaluation sale team performance posttraining assist creation updating distribution training material maintain database training resource training attendee record job qualification skill required graduate bachelor degree program fresh graduate welcome apply relevant experience administrative role related work proficient microsoft word excel powerpoint outlook must administrative role advanced skill excel plus strong writing skill crucial administrative role often involve preparing report email correspondence ability communicate effectively customer client employee handle inquiry issue professionalism amenable work pasay city,set(),1.0000004,3
SALESMAN (2).jpg,"POSEIDON
ENTERPRISE INC <<
JOB DESCRIPTION :
* Responsible for overseeing the sales and the delivery of products within a
designated territory, managing customer relationships, and achieving sales
targets. This role includes training and mentoring junior sales staff,
optimizing sales strategies, and ensuring customer
satisfaction. The ideal candidate will have extensive sales experiencg
strong leadership skills and ability to work independently while
driving sales growth. i) Fem ; “
QUALIFICATIONS : oo Pl j
ollege Graduate and an s course | 2 ‘
« Preferdbi perience in the same field or food distribution . 4
* Willing to work and travel anywhere in CARAGA Region ait : be
att
* Can drive with drivers license code 123 is a plus “>
BENEFITS : % er
* Above Minimum Salary }
* With Complete Mandatory Benefits l ¥
* With Rice and Cash Incentives | -_ ro
* With Meal, lodging and load allowance e
© With Birthday Incentives < -
Apply now!
(rere Soe ec aiaty",poseidon enterprise inc job description responsible overseeing sale delivery product within designated territory managing customer relationship achieving sale target role includes training mentoring junior sale staff optimizing sale strategy ensuring customer satisfaction ideal candidate extensive sale experiencg strong leadership skill ability work independently driving sale growth fem qualification oo pl j ollege graduate course two preferdbi perience field food distribution four willing work travel anywhere caraga region ait att drive driver license code one hundred twentythree plus benefit er minimum salary complete mandatory benefit l rice cash incentive ro meal lodging load allowance e birthday incentive apply rere soe ec aiaty,"{'Ġre', 're', 'e', 'Ġso'}",0.9999997,127
SALESMAN.jpg,"POSEIDON
ENTERPRISE INC >
peeetnnn <
JOB DESCRIPTION:
Responsible for providing good service to the
ke customers ; Develop and commence sales to
accomplish sales target and other applicable
functions.
QUALIFICATIONS: Kaa
Graduate or Undergraduate, 72 units in College foo. iP
"" ® Preferably with Van Selling Experience and Driver’s sid i
License code 123 ee ‘ 5
* Willing to work and travel within the CARAGA Reg 1
nd
FOR WALK-IN APPLICANTS nd
We are located at Door #2, 2nd Floor, Cs rn) A
Parifias Building, South Montilla Boulevard, ba ) >
Butuan City C
! La | A
Apply now! °
ae
#) Poseidon Enterprise Inc.
\& 0961-767-6509 / 0949-997-2638
[Poteet gelesen Ort eee
aa",poseidon enterprise inc peeetnnn job description responsible providing good service ke customer develop commence sale accomplish sale target applicable function qualification kaa graduate undergraduate seventytwo unit college foo ip preferably van selling experience driver sid license code one hundred twentythree ee five willing work travel within caraga reg one nd walkin applicant nd located door 2 2nd floor c rn parifias building south montilla boulevard ba butuan city c la apply ae poseidon enterprise inc 09617676509 09499972638 poteet gelesen ort eee aa,"{'Ġk', 'Ġhundred', '96', 'Ġreg', 'Ġfoo', 'Ġtwenty', 'Ġseventy', '650', 'Ġc', 'ee', 'three', '38', 'Ġtarget', 'Ġpose', 'es', '67', 'Ġn', 'aa', 'Ġip', 'idon', '17', 't', 'Ġke', 'Ġe', 'Ġla', 'two', 'Ġa', '9', 'en', 'Ġba', '94', 'Ġor', 'ote', 'd', 'e', 'Ġ2', 'Ġresponsible', 'Ġaccomplish', 'Ġapply', '97', 'Ġp', 'n', 'Ġpee', 'Ġr', '26', 'nn', 'Ġone', 'Ġ0', '99', 'Ġgel', 'Ġunit', 'a', 'Ġpreferably', 'Ġdescription', 'Ġinc', 'et'}",1.0000002,128
SALESMAN1.jpg,"POSITION: y
¢ Gradute of any 4 year course =
¢ With Professional Driver’s License Ire aw
(Restriction Code: 1,2)
° Preferably with at least 1 year experience as
salesman. Corp.
¢ Strong personality in terms of marketing
products
¢ Good oral and written communication
¢ Can work with grace under pressure
¢ Attention to details in monitoring and
submission of reports
¢ Passionate about achieving individual and team
objectives
Send your resume to:
ralave@gmail.com
9 710, San Jose St., Brgy. Urduja Butuan City",position gradute four year course professional driver license ire aw restriction code 12 preferably least one year experience salesman corp strong personality term marketing product good oral written communication work grace pressure attention detail monitoring submission report passionate achieving individual team objective send resume ralavegmailcom nine 710 san jose st brgy urduja butuan city,"{'Ġbr', 'Ġnine', 'gy', 'Ġsan', 'Ġst', 'Ġ7'}",0.9999997,129
SECURITY GUARD.docx,"SECURITY GUARD/ LADY GUARD 
SECURITY OFFICER ( college grad)
Security Guard Training & Hiring!
Date: January 26, 2025 (Sunday)
Open to Everyone: First-Timers, Renewals, & Expired Licenses!
Salary Rates:
• Dayshift: ₱1,047/day
• Nightshift: ₱1,122/day
• 12-hour shifts
• Earn up to ₱31,000/month!
Qualifications:
• Males: 21-40 years old, 5’7” and taller
• Females: 21-35 years old, 5’3” and taller
• At least a high school graduate/ALS graduate/College Graduate
",security guard lady guard security officer college grad security guard training hiring date january 26 two thousand twentyfive sunday open everyone firsttimers renewal expired license salary rate dayshift 1047day nightshift 1122day 12hour shift earn 31000month qualification male 2140 year old 57 taller female 2135 year old 53 taller least high school graduateals graduatecollege graduate,"{'Ġtraining', '000', 'Ġmale', 'Ġ10', 'Ġ12', 'uary', 'Ġtaller', 'Ġsecurity', 'Ġtwenty', 'Ġ57', 'Ġexpired', 'Ġearn', '47', 'five', 'Ġdate', 'Ġfemale', 'Ġeveryone', 'Ġlicense', 'Ġold', 'Ġ53', '2', 'Ġsalary', 'Ġlady', 'Ġopen', '140', 'tim', 'Ġofficer', 'Ġjan', 'ay', 'Ġ31', 'Ġqualification', 'Ġcollege', 'Ġ2', 'Ġgraduate', 'Ġfirst', 'Ġgrad', 'month', 'Ġ112', 'Ġthousand', 'als', 'Ġguard', 'Ġtwo', 'Ġrenewal', 'Ġdays', 'Ġsund', 'ers', 'Ġrate', 'day', 'hift', 'Ġhiring', 'Ġleast', 'Ġ26', '135'}",1.0000001,130
SENIOR FULL STACK (2).docx,"Senior Fullstack Software Engineer (Java, React)

Scope of task
Design and provide programming software and parts of the software
Creating new and changing existing elements of the software such as its functionality and performance,
Based on the analysis of mathematical models and programming algorithms, development of software in accordance with the tasks set,
Selection of the programming language for describing algorithms and data structures,
Determination of the information to be processed by computer equipment, its volume, structure, layouts and schemes of input, processing, storage and output, methods of its control,
Unification and typification of computing processes,
Checking the functionality and compliance of the software with its functional purpose,
Formation of the content of control examples for software testing,
Development of automatic software verification systems,
Preparation and debugging of the software,




Requirements
5+ years of commercial experience in Java programming with expertise in the Spring framework, including Spring Boot and Spring Cloud,
Strong understanding of Web Services (SOAP/REST) and integration techniques
Solid knowledge of SQL and practical experience with relational databases (e.g., PostgreSQL, MySQL), including ORM technologies (Hibernate) and query languages (HQL).
Strong expertise in React and TypeScript
Experience with DevOps practices, including CI/CD pipelines, automated testing, and infrastructure as code (IaC).
Good knowledge of AWS services and best practices for cloud architecture, with hands-on experience in Kubernetes (k8s) for container orchestration.
Ability to produce clean, high-quality code, ensuring scalability and maintainability.
Experience in designing and improving software architectures for performance, reliability, and maintainability in large-scale distributed systems.
Excellent communication skills, capable of effectively collaborating with both technical and non-technical stakeholders.
Ability to work UK business hours and participate in on-call rotation.
English at a level enabling communication and reading technical documentation.
Nice to have:
Proficiency in Python for data processing, scripting, and integration tasks.
Experience working with NoSQL databases (e.g., MongoDB, Cassandra).
Familiarity with WebSockets for real-time communication.
Familiarity with AngularJS, Redux Toolkit,Vite
Knowledge of AI/ML frameworks and integration of AI functionalities into production systems
Exposure to monitoring and logging tools such as Prometheus, Grafana, or ELK Stack for effective system observability.
",senior fullstack software engineer java react scope task design provide programming software part software creating new changing existing element software functionality performance based analysis mathematical model programming algorithm development software accordance task set selection programming language describing algorithm data structure determination information processed computer equipment volume structure layout scheme input processing storage output method control unification typification computing process checking functionality compliance software functional purpose formation content control example software testing development automatic software verification system preparation debugging software requirement 5 year commercial experience java programming expertise spring framework including spring boot spring cloud strong understanding web service soaprest integration technique solid knowledge sql practical experience relational database eg postgresql mysql including orm technology hibernate query language hql strong expertise react typescript experience devops practice including cicd pipeline automated testing infrastructure code iac good knowledge aws service best practice cloud architecture handson experience kubernetes k8s container orchestration ability produce clean highquality code ensuring scalability maintainability experience designing improving software architecture performance reliability maintainability largescale distributed system excellent communication skill capable effectively collaborating technical nontechnical stakeholder ability work uk business hour participate oncall rotation english level enabling communication reading technical documentation nice proficiency python data processing scripting integration task experience working nosql database eg mongodb cassandra familiarity websockets realtime communication familiarity angularjs redux toolkitvite knowledge aiml framework integration ai functionality production system exposure monitoring logging tool prometheus grafana elk stack effective system observability,set(),1.0000004,3
SENIOR FULL STACK.docx,"Senior Full Stack .NET Vue.js Developer

Is this you?
You are energised by purpose and want to make a difference to clients
You enjoy being challenged and are always looking for ways to develop
You are observant and considerate of other people


We’re looking for these types of people
Analytical and Adaptable – you can cope with limited information, solve problems and build solutions
Persistent and Experienced – you push to deliver amazing results
Collaborative – you love working within a team
Great with detail – you enjoy complex workflows and maintain systems with a high level of accuracy


We need an experienced, talented Senior Full-Stack .NET & JavaScript Developer looking to become part of a close-knit team where you will be valued and empowered to do your best work.


You have:
Excellent written and verbal communication in English
Space to work and a stable internet connection
Your own Windows computer able to run Docker
Experience with .NET Core (C#)
Experience with Vue.js (Experience with React.js and Angular would be an advantage)
Experience with a headless CMS such as Directus and Strapi is advantageous 
Experience with modern unit testing frameworks (e.g. Jest, xUnit)
Deep understanding of front-end and back-end architecture and data-driven development
Tech Lead experience a strong plus: candidates with a history of leading software development projects or mentoring junior developers will be given high consideration

",senior full stack net vuejs developer energised purpose want make difference client enjoy challenged always looking way develop observant considerate people looking type people analytical adaptable cope limited information solve problem build solution persistent experienced push deliver amazing result collaborative love working within team great detail enjoy complex workflow maintain system high level accuracy need experienced talented senior fullstack net javascript developer looking become part closeknit team valued empowered best work excellent written verbal communication english space work stable internet connection window computer able run docker experience net core c experience vuejs experience reactjs angular would advantage experience headless cm directus strapi advantageous experience modern unit testing framework eg jest xunit deep understanding frontend backend architecture datadriven development tech lead experience strong plus candidate history leading software development project mentoring junior developer given high consideration,set(),1.0000004,3
SEO COPYWRITER.docx,"SEO Copywriter | WordPress Assistant

🚀 Craft compelling, SEO-optimized content that ranks high and converts even higher. 



🌟 2+ years of experience in SEO copywriting, with a portfolio that shines brighter than a diamond. 



🕵️ Keyword research skills that would make Sherlock Holmes jealous. 



🌳 Content cluster creation - you can build topic forests that Google loves to explore. 



🔮 WordPress wizardry - you know your way around the platform like a pro. 



📝 Content management - from blog posts to website updates, you've got it covered.



🔄 Website maintenance maestro - keeping sites running smoothly is your jam.



🔧 Hosting and domain expertise - bonus points for troubleshooting skills!



🏢 Agency experience is a big plus - you thrive in a fast-paced, multi-client environment. 



📊 Analytical mind with a creative soul - you can interpret data and turn it into captivating content. 



🎨 Eye for aesthetics - your content looks as good as it reads, on any device. 



📚 Quick learner - ready to absorb our ""Diamond Accelerator System"" through our online learning portal. 



💡 Innovator - your fresh ideas will help shape our digital content strategy.



✅ CORE RESPONSIBILITIES ✅



Create SEO-optimized content for various client websites in the aesthetics industry.



Conduct keyword research and develop content strategies.



Craft engaging meta descriptions, title tags, and headers.



Develop and maintain content clusters to boost overall site authority.



Upload and optimize client blog posts for maximum search engine visibility.



Implement client-requested website updates promptly and accurately.



Perform regular website maintenance tasks to ensure optimal performance.



Stay up-to-date with the latest SEO and content marketing trends.



Contribute to content ideation and editorial calendar planning.



Analyze content performance and make data-driven recommendations.Handle hosting and domain-related issues efficiently.



💬 You'll be the wordsmith extraordinaire in team discussions and a key player in our weekly content strategy sessions.
",seo copywriter wordpress assistant craft compelling seooptimized content rank high convert even higher 2 year experience seo copywriting portfolio shine brighter diamond keyword research skill would make sherlock holmes jealous content cluster creation build topic forest google love explore wordpress wizardry know way around platform like pro content management blog post website update youve got covered website maintenance maestro keeping site running smoothly jam hosting domain expertise bonus point troubleshooting skill agency experience big plus thrive fastpaced multiclient environment analytical mind creative soul interpret data turn captivating content eye aesthetic content look good read device quick learner ready absorb diamond accelerator system online learning portal innovator fresh idea help shape digital content strategy core responsibility create seooptimized content various client website aesthetic industry conduct keyword research develop content strategy craft engaging meta description title tag header develop maintain content cluster boost overall site authority upload optimize client blog post maximum search engine visibility implement clientrequested website update promptly accurately perform regular website maintenance task ensure optimal performance stay uptodate latest seo content marketing trend contribute content ideation editorial calendar planning analyze content performance make datadriven recommendationshandle hosting domainrelated issue efficiently youll wordsmith extraordinaire team discussion key player weekly content strategy session,"{'Ġupt', 'Ġtask', 'Ġrunning', 'Ġoptimal', 'Ġkeeping', 'Ġstay', 'Ġensure', 'Ġsmoothly', 'Ġimplement'}",1.0000004,133
SERVICE ASSISTANT.docx,"Part-Time Service Assistant

Job Summary

Performs Teller and New Accounts related functions.
May be assigned to different branches within the area wherein support for additional Service Assistants are needed.
Performs assigned functions in accordance with the Bank’s Operations Manual (OM), Branch Circulars, Internal Policies and Procedures, and rules from external regulatory bodies (BSP/AMLC, etc..).
Ensures proper processing of transactions to avoid possible losses/penalties.
Keeps abreast of updates on the Bank and BSP policies as stipulated in the Money Laundering and Terrorist Financing Prevention Program (MLPP), Branch Circulars, required seminars/programs and adheres to said policies.
Handles additional responsibilities if assigned to standalone Business Centers as stated in Bank Policies and/or the branch’s Operations Manual.
Willing to be assigned in the following locations: Maranding, Lala Lanao del Norte

How will you contribute?

Able to ensure efficiency on par with the Business Center's Service Standards (e.g., standard line wait, service time within acceptable turn around time, error-free processing of transactions, etc.).
Can support in various process improvement and technology implementation on all systems being used in the branch and implements accurately in line with the prescribed policies and procedures of the bank.
Capable in engaging to the business center's clients and offer an excellent customer service and experience.
Works in a systematic manner to keep up with administrative functions delegated to him/her.

What will make you successful?

Enrolled in a 4-year course/College student.
Preferably enrolled in their 1st Year to 3rd Year level.
Taking up a business or service industry oriented course will be an advantage.
Able to work a minimum of 40 hours and maximum of 80 hours per month.",parttime service assistant job summary performs teller new account related function may assigned different branch within area wherein support additional service assistant needed performs assigned function accordance bank operation manual om branch circular internal policy procedure rule external regulatory body bspamlc etc ensures proper processing transaction avoid possible lossespenalties keep abreast update bank bsp policy stipulated money laundering terrorist financing prevention program mlpp branch circular required seminarsprograms adheres said policy handle additional responsibility assigned standalone business center stated bank policy andor branch operation manual willing assigned following location maranding lala lanao del norte contribute able ensure efficiency par business center service standard eg standard line wait service time within acceptable turn around time errorfree processing transaction etc support various process improvement technology implementation system used branch implement accurately line prescribed policy procedure bank capable engaging business center client offer excellent customer service experience work systematic manner keep administrative function delegated himher make successful enrolled 4year coursecollege student preferably enrolled 1st year 3rd year level taking business service industry oriented course advantage able work minimum forty hour maximum eighty hour per month,set(),1.0000004,3
SERVICE CREW (2).docx,"SERVICE CREW
BONBON BUTUAN CITY 
MALE / FEMALE 
► 𝗤𝗨𝗔𝗟𝗜𝗙𝗜𝗖𝗔𝗧𝗜𝗢𝗡𝗦:
Male/Female ( FULL-TIME )
With or without experience
At least high school graduate 
Willing to undergo training 
Minimum 
Please email your CV / RESUME to ( basic.cdo10@gmail.com) 
Please Indicate EX. Bonbon as the subject of your email. 
REQUIREMENTS:
Medical, NBI & Police Clearance
Vaccine Card 
",service crew bonbon butuan city male female malefemale fulltime without experience least high school graduate willing undergo training minimum please email cv resume basiccdo10gmailcom please indicate ex bonbon subject email requirement medical nbi police clearance vaccine card,"{'Ġmal', 'Ġmale', 'emale', '10', 'Ġplease', 'Ġindicate', 'Ġemail', 'Ġc', 'Ġfemale', 'gmail', 'Ġrequirement', 'Ġexperience', 'Ġn', 'com', 'Ġwithout', 'Ġminimum', 'bon', 'ef', 'Ġwilling', 'Ġresume', 'Ġvaccine', 'Ġfull', 'Ġgraduate', 'Ġundergo', 'Ġclearance', 'Ġmedical', 'Ġservice', 'Ġbut', 'Ġsubject', 'v', 'Ġex', 'do', 'c', 'Ġcrew', 'Ġpolice', 'Ġcity', 'bi', 'uan', 'Ġleast', 'Ġbasic', 'Ġcard', 'Ġbon'}",0.9999995,135
SERVICE CREW 3.JPG,"URGENT HIRING!
eAt least ahigh school graduate
* With or without experience (train:
will be provided)
eAbletomultitask and work
efficiently ina fast-paced
environment
eWillingto learn and grow within
our team.
Email us: newleaf.agchr@gmail.com
For walk-in applicants you can submit
your resume at 2nd Floor Dupoint Building
Cruztaal Velez St. CDOC (Between Honda
& Technomart).",urgent hiring eat least ahigh school graduate without experience train provided eabletomultitask work efficiently ina fastpaced environment ewillingto learn grow within team email u newleafagchrgmailcom walkin applicant submit resume 2nd floor dupoint building cruztaal velez st cdoc honda technomart,"{'om', 'Ġnew', 'Ġve', 'al', 'Ġc', 'in', 'gmail', 'Ġtechn', 'Ġwalk', 'com', 'doc', 'Ġdup', 'leaf', 'Ġeat', 'Ġcru', 'Ġst', 'Ġe', 'art', 'Ġa', 'onda', 'r', 'ta', 'Ġu', 'lez', 'Ġh', 'ag', 'Ġsubmit', 'ch', 'z', 'w', 'Ġleast'}",0.9999999,136
SERVICE CREW.docx,"Service crew
-must be hardworking and honest
-Can work flexible hours or render overtime if needed
-customer care oriented
-preferably with cooking or milk tea preparation experience
",service crew must hardworking honest work flexible hour render overtime needed customer care oriented preferably cooking milk tea preparation experience,set(),1.0000004,3
SPANISH BILINGUAL.png,"ACCENTURE @%-\\
rX a
ISHIRING §— * \ \@
\ eF °
BILINGUAL POSITIONS ~< Vaee’ Ny
ne”
a 7 =
SPANISH BILINGUAL * y/
¢ Proficient in the Spanish language + 7 4
preferably with 1 year of experience in eR
Service Desk/Tech support processes yf
but NOT a must
t ;
Ta autor >
* Send your FIRSTNAME, LASTNAME, EMAIL
ADDRESS, MOBILE NUMBER and POSITION to Pec een ae ayers
apply at wndlyndnt.erp@gmail.com with the SUBMIT YOUR DETAILS )
subject line: LASTNAME,POSITION (MANILA) = ;
cy wndlyndnt.erp@gmail.com
od @beadbliss2.0",accenture rx ishiring ef bilingual position vaee ny ne seven spanish bilingual proficient spanish language seven four preferably one year experience er service desktech support process yf must ta autor send firstname lastname email address mobile number position pec een ae ayers apply wndlyndnterpgmailcom submit detail subject line lastnameposition manila cy wndlyndnterpgmailcom od beadbliss20,"{'Ġer', 'yers', 'Ġcy', 'Ġis', 'Ġlanguage', 'pg', 'Ġseven', 'Ġy', 'Ġnumber', 'Ġta', 'Ġproficient', 'or', 'Ġsp', 'Ġemail', 'ee', 'mail', 'Ġod', 'Ġn', 'Ġw', 'iring', 'ter', 'com', 'name', 'nd', 'Ġdetail', 'Ġfour', 'Ġmobile', 'x', 'Ġe', 'Ġaddress', 'Ġva', 'Ġpe', 'Ġman', '20', 'Ġa', 'en', 'ila', 'anish', 'Ġlast', 'e', 'Ġline', 'Ġaccent', 'Ġfirst', 'f', 'h', 'Ġapply', 'Ġposition', 'Ġr', 'n', 'Ġsubject', 'Ġmust', 'bl', 'ure', 'Ġbead', 'Ġsubmit', 'Ġne', 'c', 'Ġsend', 'position', 'Ġbilingual', 'Ġpreferably', 'iss', 'Ġaut', 'y', 'ly'}",1.0000004,138
STOCKMAN.docx,"STOCKMAN
-Male Only
-Elementary or High School Graduate
-No experience needed
",stockman male elementary high school graduate experience needed,"{'Ġexperience', 'Ġneeded', 'Ġmale', 'Ġelementary', 'man', 'Ġgraduate', 'Ġhigh', 'Ġschool', 'Ġstock'}",0.99999964,139
STORE CATEGORY ASSISTANT.JPG,"NN
bedi fo |
A
> Store Category Assistant
Job Qualifications:
* Candidate must possess at least High
School / College Level / College Graduate
+ Preferably MALE
* At least 1 year of working experience in
sales (merchandiser/ promodiser)
* Background in customer experience,
inventory management, has the ability to
carry out effective customer services
@OO6 triumphhomedepot | aay
www.triumphhomedepot.com",nn bedi fo store category assistant job qualification candidate must possess least high school college level college graduate preferably male least one year working experience sale merchandiser promodiser background customer experience inventory management ability carry effective customer service oo6 triumphhomedepot aay wwwtriumphhomedepotcom,"{'ot', 'omed', 'Ġtriumph', 'Ġfo', 'ep', 'o', 'umph', 'Ġn', 'com', 'tri', 'Ġa', 'Ġbed', 'Ġo', 'ay', 'h', 'n', '6', 'i', 'Ġwww'}",0.9999997,140
STORE HR COORDINATOR.JPG,"HIRING! |
i
> Store HR Coordinator
Job Qualifications:
* Candidate must possess at least
Bachelor’s/College Degree in any field
+ with HR and Admin background
* Timekeeping Experience
ae Tel Nahe meals
services
* Must be a team player with excellent
interpersonal skills
@OO6 triumphhomedepot aay
www.triumphhomedepot.com i",hiring store hr coordinator job qualification candidate must possess least bachelorscollege degree field hr admin background timekeeping experience ae tel nahe meal service must team player excellent interpersonal skill oo6 triumphhomedepot aay wwwtriumphhomedepotcom,"{'ot', 'omed', 'Ġtriumph', 'ep', 'o', 'umph', 'com', 'tri', 'Ġa', 'Ġo', 'ay', 'e', 'h', '6', 'Ġmust', 'he', 'Ġna', 'Ġtel', 'Ġwww'}",0.9999996,67
STORE INVENTORY COORDINATOR.JPG,"NN
bedi fo |
> Store Inventory Coordinator
Job Qualifications:
* Candidate must possess at least
Bachelor’s/College Degree in any field
+ With at least 1 year INVENTORY work
oi ale}
* Excellent in numerical, analytical, planning
and problem-solving skills
+ Proficient in the usage of Google Workspace
Tools
@OO6 triumphhomedepot aay
www.triumphhomedepot.com",nn bedi fo store inventory coordinator job qualification candidate must possess least bachelorscollege degree field least one year inventory work oi ale excellent numerical analytical planning problemsolving skill proficient usage google workspace tool oo6 triumphhomedepot aay wwwtriumphhomedepotcom,"{'ot', 'Ġale', 'Ġtriumph', 'Ġfo', 'ep', 'o', 'umph', 'Ġn', 'com', 'tri', 'Ġa', 'Ġbed', 'Ġo', 'ay', 'h', 'n', '6', 'i', 'Ġwww'}",0.9999994,142
STORE SUPERVISOR.JPG,"¢ Bachelor’s Graduate of Agriculture and any related course aS
¢ With good communication skills both verbal and written aS
¢ Must be flexible, Dynamic and result-oriented
¢ Honest, Trustworthy and of Good Moral Character i}
¢ Must have atleast 1 year experience in Agrivet Store me
¢ Fresh graduates are welcome to apply
Send your CV and Portfolio through this email a
WG hernanagroventuresinc23@gmail.com oe.
@ 0975 394 2364 —
oP) AGRIWORLD re
Gf) HERNAN AGRO VENTURES INC.",bachelor graduate agriculture related course good communication skill verbal written must flexible dynamic resultoriented honest trustworthy good moral character must atleast one year experience agrivet store fresh graduate welcome apply send cv portfolio email wg hernanagroventuresinc23gmailcom oe nine hundred seventyfive three hundred ninetyfour two thousand three hundred sixtyfour op agriworld gf hernan agro venture inc,"{'ventures', 'Ġportfolio', 'Ġhundred', 'Ġthree', 'Ġstore', 'le', 'Ġemail', 'Ġseventy', 'five', 'Ġc', 'inc', 'ast', 'gmail', 'nan', 'g', 'Ġw', 'com', 'rive', 'Ġninety', 'Ġag', 't', '23', 'Ġnine', 'Ġventure', 'Ġo', 'Ġat', 'Ġfresh', 'e', 'Ġg', 'Ġop', 'Ġapply', 'world', 'f', 'Ġthousand', 'Ġsixty', 'Ġmust', 'v', 'Ġwelcome', 'ag', 'Ġher', 'Ġsend', 'Ġtwo', 'ro', 'ri', 'four', 'Ġinc'}",1.0000005,143
SUPERVISOR.docx,"Supervisor 
2 years experience with strong leadership skills and can do. Excel, Microsoft. 
25-45 years old 
",supervisor two year experience strong leadership skill excel microsoft 2545 year old,set(),1.0000004,3
